TWEET,Geo,latitude,logitude,id,created_at,retweet_count,coordinates
Cleared: Road Work - PLAINVILLE #RT72 East 1.00 miles before Exit 4 (WB I-84 &amp; CROOKED ST (Ex 3&amp;4)) at 3/30/2020 2:45:02 PM,"{'coordinates': [41.677381, -72.865266], 'type': 'Point'}",41.677381,-72.865266,1.2447E+18,Mon Mar 30 18:45:04 +0000 2020,0,"{'coordinates': [-72.865266, 41.677381], 'type': 'Point'}"
Cleared: Road Work - NEW BRITAIN #RT72 West at Exit 7 (RTE 372 (CORBIN AVE)) at 3/30/2020 2:37:07 PM,"{'coordinates': [41.66441, -72.802433], 'type': 'Point'}",41.66441,-72.802433,1.2447E+18,Mon Mar 30 18:37:17 +0000 2020,0,"{'coordinates': [-72.802433, 41.66441], 'type': 'Point'}"
Cleared: Road Work - NEW BRITAIN #RT72 West at Exit 7 (RTE 372 (CORBIN AVE)) at 3/30/2020 2:37:07 PM,"{'coordinates': [41.66441, -72.802433], 'type': 'Point'}",41.66441,-72.802433,1.2447E+18,Mon Mar 30 18:37:17 +0000 2020,0,"{'coordinates': [-72.802433, 41.66441], 'type': 'Point'}"
Cleared: Road Work - DERBY #RT8 North at Exit 15 (RTE 34) at 3/30/2020 2:35:09 PM,"{'coordinates': [41.316165, -73.085323], 'type': 'Point'}",41.316165,-73.085323,1.24469E+18,Mon Mar 30 18:35:15 +0000 2020,0,"{'coordinates': [-73.085323, 41.316165], 'type': 'Point'}"
Cleared: Road Work - DERBY #RT8 North at Exit 15 (RTE 34) at 3/30/2020 2:35:09 PM,"{'coordinates': [41.316165, -73.085323], 'type': 'Point'}",41.316165,-73.085323,1.24469E+18,Mon Mar 30 18:35:15 +0000 2020,0,"{'coordinates': [-73.085323, 41.316165], 'type': 'Point'}"
Cleared: Road Work - MANCHESTER #I384 East at Exit 2 (WETHERELL ST) at 3/30/2020 2:34:02 PM,"{'coordinates': [41.764398, -72.547494], 'type': 'Point'}",41.764398,-72.547494,1.24469E+18,Mon Mar 30 18:34:04 +0000 2020,0,"{'coordinates': [-72.547494, 41.764398], 'type': 'Point'}"
Cleared: Road Work - MANCHESTER #I384 East at Exit 2 (WETHERELL ST) at 3/30/2020 2:34:02 PM,"{'coordinates': [41.764398, -72.547494], 'type': 'Point'}",41.764398,-72.547494,1.24469E+18,Mon Mar 30 18:34:04 +0000 2020,0,"{'coordinates': [-72.547494, 41.764398], 'type': 'Point'}"
Cleared: Road Work - WINDSOR LCKS #I91 South at Exit 40 (RTE 20 WB) at 3/30/2020 2:31:11 PM,"{'coordinates': [41.902207, -72.636672], 'type': 'Point'}",41.902207,-72.636672,1.24469E+18,Mon Mar 30 18:31:40 +0000 2020,0,"{'coordinates': [-72.636672, 41.902207], 'type': 'Point'}"
Cleared: Road Work - WESTPORT #RT15 South 0.33 miles before Exit 42 (RTE 57) at 3/30/2020 2:31:11 PM,"{'coordinates': [41.165638, -73.352306], 'type': 'Point'}",41.165638,-73.352306,1.24469E+18,Mon Mar 30 18:31:39 +0000 2020,0,"{'coordinates': [-73.352306, 41.165638], 'type': 'Point'}"
Cleared: Road Work - WINDSOR LCKS #I91 South at Exit 40 (RTE 20 WB) at 3/30/2020 2:31:11 PM,"{'coordinates': [41.902207, -72.636672], 'type': 'Point'}",41.902207,-72.636672,1.24469E+18,Mon Mar 30 18:31:39 +0000 2020,0,"{'coordinates': [-72.636672, 41.902207], 'type': 'Point'}"
Cleared: Road Work - EAST LYME #I95 South at Exit 74 (RTE 161 (FLANDERS RD)) at 3/30/2020 2:31:11 PM,"{'coordinates': [41.360485, -72.21029], 'type': 'Point'}",41.360485,-72.21029,1.24469E+18,Mon Mar 30 18:31:39 +0000 2020,0,"{'coordinates': [-72.21029, 41.360485], 'type': 'Point'}"
Cleared: Road Work - WESTPORT #RT15 South 0.33 miles before Exit 42 (RTE 57) at 3/30/2020 2:31:11 PM,"{'coordinates': [41.165638, -73.352306], 'type': 'Point'}",41.165638,-73.352306,1.24469E+18,Mon Mar 30 18:31:39 +0000 2020,1,"{'coordinates': [-73.352306, 41.165638], 'type': 'Point'}"
Cleared: Road Work - PLAINFIELD #I395 North at Exit 28 (LATHROP RD) at 3/30/2020 2:16:11 PM,"{'coordinates': [41.663365, -71.916235], 'type': 'Point'}",41.663365,-71.916235,1.24469E+18,Mon Mar 30 18:16:17 +0000 2020,0,"{'coordinates': [-71.916235, 41.663365], 'type': 'Point'}"
Road Work - WINDSOR LCKS #I91 South at Exit 40 (RTE 20 WB) at 3/30/2020 2:05:23 PM #cttraffic,"{'coordinates': [41.902207, -72.636672], 'type': 'Point'}",41.902207,-72.636672,1.24469E+18,Mon Mar 30 18:06:24 +0000 2020,0,"{'coordinates': [-72.636672, 41.902207], 'type': 'Point'}"
Road Work - WINDSOR LCKS #I91 South at Exit 40 (RTE 20 WB) at 3/30/2020 2:05:23 PM #cttraffic,"{'coordinates': [41.902207, -72.636672], 'type': 'Point'}",41.902207,-72.636672,1.24469E+18,Mon Mar 30 18:06:24 +0000 2020,0,"{'coordinates': [-72.636672, 41.902207], 'type': 'Point'}"
Cleared: Road Work - HARTFORD #I91 North at Exit 33 (JENNINGS RD) at 3/30/2020 2:05:03 PM,"{'coordinates': [41.784224, -72.659886], 'type': 'Point'}",41.784224,-72.659886,1.24469E+18,Mon Mar 30 18:05:09 +0000 2020,0,"{'coordinates': [-72.659886, 41.784224], 'type': 'Point'}"
Cleared: Road Work - HARTFORD #I91 North at Exit 33 (JENNINGS RD) at 3/30/2020 2:05:03 PM,"{'coordinates': [41.784224, -72.659886], 'type': 'Point'}",41.784224,-72.659886,1.24469E+18,Mon Mar 30 18:05:09 +0000 2020,0,"{'coordinates': [-72.659886, 41.784224], 'type': 'Point'}"
Cleared: Road Work - E. HARTFORD #RT2 East at Exit 5 (WILLOW ST) at 3/30/2020 1:58:13 PM,"{'coordinates': [41.752664, -72.644953], 'type': 'Point'}",41.752664,-72.644953,1.24469E+18,Mon Mar 30 17:58:27 +0000 2020,0,"{'coordinates': [-72.644953, 41.752664], 'type': 'Point'}"
Cleared: Road Work - E. HARTFORD #RT2 East at Exit 5 (WILLOW ST) at 3/30/2020 1:58:13 PM,"{'coordinates': [41.752664, -72.644953], 'type': 'Point'}",41.752664,-72.644953,1.24469E+18,Mon Mar 30 17:58:27 +0000 2020,0,"{'coordinates': [-72.644953, 41.752664], 'type': 'Point'}"
Cleared: Road Work - ROCKY HILL #I91 South at Exit 23 (WEST ST) at 3/30/2020 1:55:02 PM,"{'coordinates': [41.653645, -72.672356], 'type': 'Point'}",41.653645,-72.672356,1.24468E+18,Mon Mar 30 17:55:10 +0000 2020,0,"{'coordinates': [-72.672356, 41.653645], 'type': 'Point'}"
Cleared: Road Work - ROCKY HILL #I91 South at Exit 23 (WEST ST) at 3/30/2020 1:55:02 PM,"{'coordinates': [41.653645, -72.672356], 'type': 'Point'}",41.653645,-72.672356,1.24468E+18,Mon Mar 30 17:55:10 +0000 2020,0,"{'coordinates': [-72.672356, 41.653645], 'type': 'Point'}"
Road Work - E. HARTFORD #RT2 West at Exit 5D (RTE 3 SB) at 3/30/2020 1:46:28 PM #cttraffic,"{'coordinates': [41.728186, -72.613685], 'type': 'Point'}",41.728186,-72.613685,1.24468E+18,Mon Mar 30 17:47:08 +0000 2020,0,"{'coordinates': [-72.613685, 41.728186], 'type': 'Point'}"
Road Work - E. HARTFORD #RT2 West at Exit 5D (RTE 3 SB) at 3/30/2020 1:46:28 PM #cttraffic,"{'coordinates': [41.728186, -72.613685], 'type': 'Point'}",41.728186,-72.613685,1.24468E+18,Mon Mar 30 17:47:08 +0000 2020,0,"{'coordinates': [-72.613685, 41.728186], 'type': 'Point'}"
Cleared: Road Work - CROMWELL #I91 North at Exit 21 (RTE 372) at 3/30/2020 1:29:09 PM,"{'coordinates': [41.604391, -72.703716], 'type': 'Point'}",41.604391,-72.703716,1.24468E+18,Mon Mar 30 17:29:35 +0000 2020,0,"{'coordinates': [-72.703716, 41.604391], 'type': 'Point'}"
Cleared: Road Work - CROMWELL #I91 North at Exit 21 (RTE 372) at 3/30/2020 1:29:09 PM,"{'coordinates': [41.604391, -72.703716], 'type': 'Point'}",41.604391,-72.703716,1.24468E+18,Mon Mar 30 17:29:35 +0000 2020,0,"{'coordinates': [-72.703716, 41.604391], 'type': 'Point'}"
Road Work - DERBY #RT8 North at Exit 15 (RTE 34) at 3/30/2020 1:13:28 PM #cttraffic,"{'coordinates': [41.316165, -73.085323], 'type': 'Point'}",41.316165,-73.085323,1.24467E+18,Mon Mar 30 17:14:04 +0000 2020,0,"{'coordinates': [-73.085323, 41.316165], 'type': 'Point'}"
Road Work - DERBY #RT8 North at Exit 15 (RTE 34) at 3/30/2020 1:13:28 PM #cttraffic,"{'coordinates': [41.316165, -73.085323], 'type': 'Point'}",41.316165,-73.085323,1.24467E+18,Mon Mar 30 17:14:04 +0000 2020,0,"{'coordinates': [-73.085323, 41.316165], 'type': 'Point'}"
Cleared: Road Work - SEYMOUR #RT8 South at Exit 20 (LOWER DERBY RD) at 3/30/2020 1:13:07 PM,"{'coordinates': [41.373412, -73.084313], 'type': 'Point'}",41.373412,-73.084313,1.24467E+18,Mon Mar 30 17:13:16 +0000 2020,0,"{'coordinates': [-73.084313, 41.373412], 'type': 'Point'}"
Cleared: Road Work - SEYMOUR #RT8 South at Exit 20 (LOWER DERBY RD) at 3/30/2020 1:13:07 PM,"{'coordinates': [41.373412, -73.084313], 'type': 'Point'}",41.373412,-73.084313,1.24467E+18,Mon Mar 30 17:13:16 +0000 2020,0,"{'coordinates': [-73.084313, 41.373412], 'type': 'Point'}"
Road Work - ROCKY HILL #I91 South at Exit 23 (WEST ST) at 3/30/2020 1:10:22 PM #cttraffic,"{'coordinates': [41.653645, -72.672356], 'type': 'Point'}",41.653645,-72.672356,1.24467E+18,Mon Mar 30 17:11:32 +0000 2020,0,"{'coordinates': [-72.672356, 41.653645], 'type': 'Point'}"
Road Work - ROCKY HILL #I91 South at Exit 23 (WEST ST) at 3/30/2020 1:10:22 PM #cttraffic,"{'coordinates': [41.653645, -72.672356], 'type': 'Point'}",41.653645,-72.672356,1.24467E+18,Mon Mar 30 17:11:32 +0000 2020,0,"{'coordinates': [-72.672356, 41.653645], 'type': 'Point'}"
Cleared: Road Work - DANBURY #US7 North at Exit 9 (I-84 WB) at 3/30/2020 1:09:11 PM,"{'coordinates': [41.383025, -73.475333], 'type': 'Point'}",41.383025,-73.475333,1.24467E+18,Mon Mar 30 17:09:18 +0000 2020,0,"{'coordinates': [-73.475333, 41.383025], 'type': 'Point'}"
Cleared: Road Work - DANBURY #US7 North at Exit 9 (I-84 WB) at 3/30/2020 1:09:11 PM,"{'coordinates': [41.383025, -73.475333], 'type': 'Point'}",41.383025,-73.475333,1.24467E+18,Mon Mar 30 17:09:18 +0000 2020,0,"{'coordinates': [-73.475333, 41.383025], 'type': 'Point'}"
Road Work - NEW BRITAIN #RT72 West at Exit 7 (RTE 372 (CORBIN AVE)) at 3/30/2020 1:02:00 PM #cttraffic,"{'coordinates': [41.66441, -72.802433], 'type': 'Point'}",41.66441,-72.802433,1.24467E+18,Mon Mar 30 17:02:17 +0000 2020,0,"{'coordinates': [-72.802433, 41.66441], 'type': 'Point'}"
Road Work - NEW BRITAIN #RT72 West at Exit 7 (RTE 372 (CORBIN AVE)) at 3/30/2020 1:02:00 PM #cttraffic,"{'coordinates': [41.66441, -72.802433], 'type': 'Point'}",41.66441,-72.802433,1.24467E+18,Mon Mar 30 17:02:17 +0000 2020,0,"{'coordinates': [-72.802433, 41.66441], 'type': 'Point'}"
Cleared: Road Work - NEWINGTON #RT9 North at Exit 29 (RTE 175) at 3/30/2020 1:01:03 PM,"{'coordinates': [41.690738, -72.757278], 'type': 'Point'}",41.690738,-72.757278,1.24467E+18,Mon Mar 30 17:01:04 +0000 2020,0,"{'coordinates': [-72.757278, 41.690738], 'type': 'Point'}"
Cleared: Road Work - NEWINGTON #RT9 North at Exit 29 (RTE 175) at 3/30/2020 1:01:03 PM,"{'coordinates': [41.690738, -72.757278], 'type': 'Point'}",41.690738,-72.757278,1.24467E+18,Mon Mar 30 17:01:04 +0000 2020,0,"{'coordinates': [-72.757278, 41.690738], 'type': 'Point'}"
Cleared: Road Work - GLASTONBURY #RT2 West 0.25 miles beyond Exit 11 (TOLL GATE RD) at 3/30/2020 12:53:09 PM,"{'coordinates': [41.662475, -72.524236], 'type': 'Point'}",41.662475,-72.524236,1.24467E+18,Mon Mar 30 16:53:24 +0000 2020,0,"{'coordinates': [-72.524236, 41.662475], 'type': 'Point'}"
Cleared: Road Work - GLASTONBURY #RT2 West 0.25 miles beyond Exit 11 (TOLL GATE RD) at 3/30/2020 12:53:09 PM,"{'coordinates': [41.662475, -72.524236], 'type': 'Point'}",41.662475,-72.524236,1.24467E+18,Mon Mar 30 16:53:24 +0000 2020,0,"{'coordinates': [-72.524236, 41.662475], 'type': 'Point'}"
Road Work - HARTFORD #I91 North at Exit 33 (JENNINGS RD) at 3/30/2020 12:46:36 PM #cttraffic,"{'coordinates': [41.784224, -72.659886], 'type': 'Point'}",41.784224,-72.659886,1.24467E+18,Mon Mar 30 16:47:09 +0000 2020,0,"{'coordinates': [-72.659886, 41.784224], 'type': 'Point'}"
Road Work - HARTFORD #I91 North at Exit 33 (JENNINGS RD) at 3/30/2020 12:46:36 PM #cttraffic,"{'coordinates': [41.784224, -72.659886], 'type': 'Point'}",41.784224,-72.659886,1.24467E+18,Mon Mar 30 16:47:09 +0000 2020,0,"{'coordinates': [-72.659886, 41.784224], 'type': 'Point'}"
Road Work - DANBURY #US7 North at Exit 9 (I-84 WB) at 3/30/2020 12:45:32 PM #cttraffic,"{'coordinates': [41.383025, -73.475333], 'type': 'Point'}",41.383025,-73.475333,1.24467E+18,Mon Mar 30 16:46:05 +0000 2020,0,"{'coordinates': [-73.475333, 41.383025], 'type': 'Point'}"
Cleared: Road Work - DANBURY #I84 West at Exit 3 (US 7 SB) at 3/30/2020 12:46:02 PM,"{'coordinates': [41.387584, -73.476287], 'type': 'Point'}",41.387584,-73.476287,1.24467E+18,Mon Mar 30 16:46:05 +0000 2020,0,"{'coordinates': [-73.476287, 41.387584], 'type': 'Point'}"
Cleared: Road Work - DANBURY #I84 West at Exit 3 (US 7 SB) at 3/30/2020 12:46:02 PM,"{'coordinates': [41.387584, -73.476287], 'type': 'Point'}",41.387584,-73.476287,1.24467E+18,Mon Mar 30 16:46:05 +0000 2020,0,"{'coordinates': [-73.476287, 41.387584], 'type': 'Point'}"
Road Work - DANBURY #US7 North at Exit 9 (I-84 WB) at 3/30/2020 12:45:32 PM #cttraffic,"{'coordinates': [41.383025, -73.475333], 'type': 'Point'}",41.383025,-73.475333,1.24467E+18,Mon Mar 30 16:46:05 +0000 2020,0,"{'coordinates': [-73.475333, 41.383025], 'type': 'Point'}"
Cleared: Road Work - OLD SAYBROOK #I95 North at Exit 69 (RTE 9 NB) at 3/30/2020 12:44:09 PM,"{'coordinates': [41.315967, -72.359285], 'type': 'Point'}",41.315967,-72.359285,1.24467E+18,Mon Mar 30 16:44:29 +0000 2020,0,"{'coordinates': [-72.359285, 41.315967], 'type': 'Point'}"
Road Work - MANCHESTER #I384 East at Exit 2 (WETHERELL ST) at 3/30/2020 12:43:26 PM #cttraffic,"{'coordinates': [41.764398, -72.547494], 'type': 'Point'}",41.764398,-72.547494,1.24467E+18,Mon Mar 30 16:44:29 +0000 2020,0,"{'coordinates': [-72.547494, 41.764398], 'type': 'Point'}"
Road Work - MANCHESTER #I384 East at Exit 2 (WETHERELL ST) at 3/30/2020 12:43:26 PM #cttraffic,"{'coordinates': [41.764398, -72.547494], 'type': 'Point'}",41.764398,-72.547494,1.24467E+18,Mon Mar 30 16:44:29 +0000 2020,0,"{'coordinates': [-72.547494, 41.764398], 'type': 'Point'}"
Cleared: Road Work - MIDDLETOWN #RT9 North at Exit 15 (RTE 66 (WASHINGTON ST)) at 3/30/2020 12:42:09 PM,"{'coordinates': [41.563052, -72.647686], 'type': 'Point'}",41.563052,-72.647686,1.24467E+18,Mon Mar 30 16:42:25 +0000 2020,0,"{'coordinates': [-72.647686, 41.563052], 'type': 'Point'}"
Cleared: Road Work - MIDDLETOWN #RT9 North at Exit 15 (RTE 66 (WASHINGTON ST)) at 3/30/2020 12:42:09 PM,"{'coordinates': [41.563052, -72.647686], 'type': 'Point'}",41.563052,-72.647686,1.24467E+18,Mon Mar 30 16:42:25 +0000 2020,0,"{'coordinates': [-72.647686, 41.563052], 'type': 'Point'}"
Road Work - CROMWELL #RT9 South 0.46 miles before Exit 16 (RTE 17&amp; RTE 66) at 3/30/2020 12:41:02 PM #cttraffic,"{'coordinates': [41.574676, -72.651949], 'type': 'Point'}",41.574676,-72.651949,1.24467E+18,Mon Mar 30 16:41:46 +0000 2020,0,"{'coordinates': [-72.651949, 41.574676], 'type': 'Point'}"
Road Work - CROMWELL #RT9 South 0.46 miles before Exit 16 (RTE 17&amp; RTE 66) at 3/30/2020 12:41:02 PM #cttraffic,"{'coordinates': [41.574676, -72.651949], 'type': 'Point'}",41.574676,-72.651949,1.24467E+18,Mon Mar 30 16:41:46 +0000 2020,0,"{'coordinates': [-72.651949, 41.574676], 'type': 'Point'}"
Cleared: Road Work - GLASTONBURY #RT2 East at Exit 9 (NEIPSIC RD) at 3/30/2020 12:40:11 PM,"{'coordinates': [41.705037, -72.57271], 'type': 'Point'}",41.705037,-72.57271,1.24467E+18,Mon Mar 30 16:40:23 +0000 2020,0,"{'coordinates': [-72.57271, 41.705037], 'type': 'Point'}"
Cleared: Road Work - GLASTONBURY #RT2 East at Exit 9 (NEIPSIC RD) at 3/30/2020 12:40:11 PM,"{'coordinates': [41.705037, -72.57271], 'type': 'Point'}",41.705037,-72.57271,1.24467E+18,Mon Mar 30 16:40:23 +0000 2020,0,"{'coordinates': [-72.57271, 41.705037], 'type': 'Point'}"
Road Work - WESTBROOK #I95 South at Exit 64 (RTE 145 (HORSE HILL RD)) at 3/30/2020 12:38:56 PM #cttraffic,"{'coordinates': [41.294412, -72.485115], 'type': 'Point'}",41.294412,-72.485115,1.24467E+18,Mon Mar 30 16:39:05 +0000 2020,0,"{'coordinates': [-72.485115, 41.294412], 'type': 'Point'}"
Cleared: Road Work - E. HARTFORD #I84 East at Exit 58 (ROBERTS ST) at 3/30/2020 11:57:02 AM,"{'coordinates': [41.763653, -72.630667], 'type': 'Point'}",41.763653,-72.630667,1.24465E+18,Mon Mar 30 15:57:06 +0000 2020,0,"{'coordinates': [-72.630667, 41.763653], 'type': 'Point'}"
Cleared: Road Work - E. HARTFORD #I84 East at Exit 58 (ROBERTS ST) at 3/30/2020 11:57:02 AM,"{'coordinates': [41.763653, -72.630667], 'type': 'Point'}",41.763653,-72.630667,1.24465E+18,Mon Mar 30 15:57:06 +0000 2020,0,"{'coordinates': [-72.630667, 41.763653], 'type': 'Point'}"
Road Work - DANBURY #I84 West at Exit 3 (US 7 SB) at 3/30/2020 11:48:36 AM #cttraffic,"{'coordinates': [41.387584, -73.476287], 'type': 'Point'}",41.387584,-73.476287,1.24465E+18,Mon Mar 30 15:50:13 +0000 2020,0,"{'coordinates': [-73.476287, 41.387584], 'type': 'Point'}"
Road Work - DANBURY #I84 West at Exit 3 (US 7 SB) at 3/30/2020 11:48:36 AM #cttraffic,"{'coordinates': [41.387584, -73.476287], 'type': 'Point'}",41.387584,-73.476287,1.24465E+18,Mon Mar 30 15:50:13 +0000 2020,0,"{'coordinates': [-73.476287, 41.387584], 'type': 'Point'}"
Cleared: Road Work - BROOKFIELD #US7 South at Exit 12 (US 202) at 3/30/2020 11:47:02 AM,"{'coordinates': [41.475762, -73.4109], 'type': 'Point'}",41.475762,-73.4109,1.24465E+18,Mon Mar 30 15:47:03 +0000 2020,0,"{'coordinates': [-73.4109, 41.475762], 'type': 'Point'}"
Cleared: Road Work - BROOKFIELD #US7 South at Exit 12 (US 202) at 3/30/2020 11:47:02 AM,"{'coordinates': [41.475762, -73.4109], 'type': 'Point'}",41.475762,-73.4109,1.24465E+18,Mon Mar 30 15:47:03 +0000 2020,0,"{'coordinates': [-73.4109, 41.475762], 'type': 'Point'}"
Road Work - WESTPORT #RT15 North at Exit 42 (RTE 57) at 3/30/2020 11:19:30 AM #cttraffic,"{'coordinates': [41.163993, -73.357752], 'type': 'Point'}",41.163993,-73.357752,1.24465E+18,Mon Mar 30 15:20:09 +0000 2020,0,"{'coordinates': [-73.357752, 41.163993], 'type': 'Point'}"
Road Work - WESTPORT #RT15 North at Exit 42 (RTE 57) at 3/30/2020 11:19:30 AM #cttraffic,"{'coordinates': [41.163993, -73.357752], 'type': 'Point'}",41.163993,-73.357752,1.24465E+18,Mon Mar 30 15:20:09 +0000 2020,0,"{'coordinates': [-73.357752, 41.163993], 'type': 'Point'}"
Cleared: Road Work - WATERTOWN #RT8 South at Exit 37 (ECHO LAKE RD #3) at 3/30/2020 11:19:09 AM,"{'coordinates': [41.616541, -73.062228], 'type': 'Point'}",41.616541,-73.062228,1.24465E+18,Mon Mar 30 15:19:15 +0000 2020,0,"{'coordinates': [-73.062228, 41.616541], 'type': 'Point'}"
Cleared: Road Work - WATERTOWN #RT8 South at Exit 37 (ECHO LAKE RD #3) at 3/30/2020 11:19:09 AM,"{'coordinates': [41.616541, -73.062228], 'type': 'Point'}",41.616541,-73.062228,1.24465E+18,Mon Mar 30 15:19:15 +0000 2020,0,"{'coordinates': [-73.062228, 41.616541], 'type': 'Point'}"
"Want to work in #Schwenksville, PA? View our latest opening: https://t.co/BWOMwOJFcB #HealthWelfare","{'coordinates': [40.256213, -75.4637876], 'type': 'Point'}",40.256213,-75.4637876,1.24464E+18,Mon Mar 30 15:07:41 +0000 2020,0,"{'coordinates': [-75.4637876, 40.256213], 'type': 'Point'}"
Cleared: Road Work - TRUMBULL #RT25 South at Exit 9 (PARK ST) at 3/30/2020 11:05:07 AM,"{'coordinates': [41.254969, -73.202618], 'type': 'Point'}",41.254969,-73.202618,1.24464E+18,Mon Mar 30 15:05:11 +0000 2020,0,"{'coordinates': [-73.202618, 41.254969], 'type': 'Point'}"
Cleared: Road Work - TRUMBULL #RT25 South at Exit 9 (PARK ST) at 3/30/2020 11:05:07 AM,"{'coordinates': [41.254969, -73.202618], 'type': 'Point'}",41.254969,-73.202618,1.24464E+18,Mon Mar 30 15:05:10 +0000 2020,0,"{'coordinates': [-73.202618, 41.254969], 'type': 'Point'}"
Road Work - HAMDEN #RT15 North at Exit 60 (RTE 10) at 3/30/2020 11:00:25 AM #cttraffic,"{'coordinates': [41.365477, -72.925828], 'type': 'Point'}",41.365477,-72.925828,1.24464E+18,Mon Mar 30 15:01:15 +0000 2020,0,"{'coordinates': [-72.925828, 41.365477], 'type': 'Point'}"
Road Work - HAMDEN #RT15 North at Exit 60 (RTE 10) at 3/30/2020 11:00:25 AM #cttraffic,"{'coordinates': [41.365477, -72.925828], 'type': 'Point'}",41.365477,-72.925828,1.24464E+18,Mon Mar 30 15:01:15 +0000 2020,0,"{'coordinates': [-72.925828, 41.365477], 'type': 'Point'}"
Road Work - CROMWELL #I91 North 0.31 miles beyond Exit 21 (RTE 372) at 3/30/2020 10:52:41 AM #cttraffic,"{'coordinates': [41.608438, -72.701034], 'type': 'Point'}",41.608438,-72.701034,1.24464E+18,Mon Mar 30 14:56:09 +0000 2020,0,"{'coordinates': [-72.701034, 41.608438], 'type': 'Point'}"
Road Work - CROMWELL #I91 North 0.31 miles beyond Exit 21 (RTE 372) at 3/30/2020 10:52:41 AM #cttraffic,"{'coordinates': [41.608438, -72.701034], 'type': 'Point'}",41.608438,-72.701034,1.24464E+18,Mon Mar 30 14:56:08 +0000 2020,0,"{'coordinates': [-72.701034, 41.608438], 'type': 'Point'}"
Cleared: Road Work - ROCKY HILL #I91 South at Exit 24 (RTE 99) at 3/30/2020 10:53:13 AM,"{'coordinates': [41.680355, -72.65399], 'type': 'Point'}",41.680355,-72.65399,1.24464E+18,Mon Mar 30 14:56:08 +0000 2020,0,"{'coordinates': [-72.65399, 41.680355], 'type': 'Point'}"
Cleared: Road Work - ROCKY HILL #I91 South at Exit 24 (RTE 99) at 3/30/2020 10:53:13 AM,"{'coordinates': [41.680355, -72.65399], 'type': 'Point'}",41.680355,-72.65399,1.24464E+18,Mon Mar 30 14:56:08 +0000 2020,0,"{'coordinates': [-72.65399, 41.680355], 'type': 'Point'}"
Road Work - E. HARTFORD #RT2 East at Exit 2 (I-84 EB) at 3/30/2020 10:53:31 AM #cttraffic,"{'coordinates': [41.766028, -72.659877], 'type': 'Point'}",41.766028,-72.659877,1.24464E+18,Mon Mar 30 14:56:08 +0000 2020,0,"{'coordinates': [-72.659877, 41.766028], 'type': 'Point'}"
Road Work - E. HARTFORD #RT2 East at Exit 2 (I-84 EB) at 3/30/2020 10:53:31 AM #cttraffic,"{'coordinates': [41.766028, -72.659877], 'type': 'Point'}",41.766028,-72.659877,1.24464E+18,Mon Mar 30 14:56:08 +0000 2020,0,"{'coordinates': [-72.659877, 41.766028], 'type': 'Point'}"
#kurus #sydney #work #malam #pontoon #cogee #alisonroad  Amir and @Fariz_Abas @ Alison Road https://t.co/TcbrKY1c9e,"{'coordinates': [-33.91334266, 151.2448825], 'type': 'Point'}",-33.91334266,151.2448825,1.24464E+18,Mon Mar 30 14:43:35 +0000 2020,0,"{'coordinates': [151.2448825, -33.91334266], 'type': 'Point'}"
Road Work - BROOKFIELD #US7 South at Exit 12 (US 202) at 3/30/2020 10:36:26 AM #cttraffic,"{'coordinates': [41.475762, -73.4109], 'type': 'Point'}",41.475762,-73.4109,1.24463E+18,Mon Mar 30 14:37:04 +0000 2020,0,"{'coordinates': [-73.4109, 41.475762], 'type': 'Point'}"
Road Work - BROOKFIELD #US7 South at Exit 12 (US 202) at 3/30/2020 10:36:26 AM #cttraffic,"{'coordinates': [41.475762, -73.4109], 'type': 'Point'}",41.475762,-73.4109,1.24463E+18,Mon Mar 30 14:37:04 +0000 2020,0,"{'coordinates': [-73.4109, 41.475762], 'type': 'Point'}"
Road Work - NAUGATUCK #RT8 South 0.15 miles beyond Exit 29 (WATERBURY RD) at 3/30/2020 10:30:22 AM #cttraffic,"{'coordinates': [41.512423, -73.048233], 'type': 'Point'}",41.512423,-73.048233,1.24463E+18,Mon Mar 30 14:31:16 +0000 2020,0,"{'coordinates': [-73.048233, 41.512423], 'type': 'Point'}"
Road Work - NAUGATUCK #RT8 South 0.15 miles beyond Exit 29 (WATERBURY RD) at 3/30/2020 10:30:22 AM #cttraffic,"{'coordinates': [41.512423, -73.048233], 'type': 'Point'}",41.512423,-73.048233,1.24463E+18,Mon Mar 30 14:31:16 +0000 2020,0,"{'coordinates': [-73.048233, 41.512423], 'type': 'Point'}"
Cleared: Road Work - BEACON FALLS #RT8 North at Exit 25 (COTTON HOLLOW RD) at 3/30/2020 10:30:02 AM,"{'coordinates': [41.466566, -73.052326], 'type': 'Point'}",41.466566,-73.052326,1.24463E+18,Mon Mar 30 14:30:04 +0000 2020,0,"{'coordinates': [-73.052326, 41.466566], 'type': 'Point'}"
Cleared: Road Work - BEACON FALLS #RT8 North at Exit 25 (COTTON HOLLOW RD) at 3/30/2020 10:30:02 AM,"{'coordinates': [41.466566, -73.052326], 'type': 'Point'}",41.466566,-73.052326,1.24463E+18,Mon Mar 30 14:30:04 +0000 2020,0,"{'coordinates': [-73.052326, 41.466566], 'type': 'Point'}"
